PH,oxy,tur,elec,tem
6.8,4.8,66.2,947.5,26.6
6.8,4.5,62.7,1000.2,26.5
6.8,4.2,58.4,1062.1,26.4
6.8,4,52.3,1077,26.3
6.8,3.9,46.8,1072.7,26.3
6.8,3.9,41.4,1073,26.2
6.8,3.9,36,1078.3,26.2
6.8,4,32.5,1083.1,26.1
6.8,4.1,29.9,1089.3,26.1
6.8,4.2,29,1092.4,26.1
6.8,4.3,30.4,1087.8,26.2
6.8,4.5,34.1,1076.1,26.3
6.8,4.8,40.2,1061.1,26.5
6.8,5.1,48.1,1046.5,26.8
6.7,5.4,55,1032.8,27.1
6.7,5.7,59.8,1019.1,27.5
6.7,6.1,63.7,1007.8,27.8
6.7,6.3,67.5,1003.6,28.1
6.7,6.6,70.2,1006.3,28.2
6.7,7.1,70.4,1012.1,28.4
6.7,7.5,68.9,1023.7,28.5
6.7,7.6,66.8,1043.1,28.3
6.7,7.4,65.5,1076.1,28.1
6.7,6.9,64.2,1124,27.8
6.7,6.4,60.3,1183.2,27.4
6.7,5.9,54.9,1239.5,27.1
6.7,5.5,51.3,1287.6,26.8
6.7,5.1,46.4,1306.4,26.6
6.7,4.8,40.6,1310.5,26.5
6.7,4.6,35.8,1302.8,26.3
6.7,4.5,31.2,1283.4,26.2
6.7,4.3,26.9,1248.9,26.2
6.7,4.2,23.4,1203,26.1
6.7,4.1,21.2,1146.8,26.1
6.7,4.2,20.4,1077.2,26.2
6.7,4.4,21,998.2,26.4
6.7,4.9,22.9,943,26.6
6.7,5.6,25.7,915.5,27
6.7,6.4,30.5,912.7,27.3
6.7,7.1,36.4,931.7,27.5
6.7,7.6,42.1,961.3,27.7
6.7,8,47.4,988.8,27.8
6.7,8.2,51.6,1009.2,27.8
6.7,8,56.9,1024,27.7
6.7,7.8,63.3,1033.6,27.5
6.7,7.4,67.9,1036,27.4
6.7,7.2,69,1024.3,27.3
6.7,6.9,68.4,999.1,27.3
6.7,6.6,66.2,966.5,27.4
6.8,6.3,60.4,929.2,27.4
6.8,5.8,54.3,903.6,27.5
6.8,5.4,49.4,888.3,27.6
6.8,4.9,46.8,887,27.6
6.8,4.4,46.8,899.4,27.5
6.8,3.8,50.9,924.4,27.3
6.8,3.2,57.4,963.2,27.1
6.8,2.8,65.4,1012.2,27
6.8,2.6,72.9,1055.3,26.8
6.8,2.5,80.4,1080.6,26.8
6.8,2.6,88.3,1067.3,26.8
6.8,2.8,97.9,1014.1,26.9
6.8,3.1,109.4,974.1,27.1
6.8,3.3,122.5,953.8,27.3
6.8,3.4,131.3,945.8,27.4
6.9,3.5,129.6,941.6,27.4
7,3.7,121.2,940.9,27.4
7.1,3.9,114.3,946.8,27.2
7.2,4.1,108.7,955,27.1
7.3,4.2,101,965,26.9
7.4,4.3,90.8,980.4,26.8
7.4,4.3,80.2,1002.6,26.6
7.4,4.3,71.1,1030.1,26.5
7.4,4.2,64,1063.6,26.3
7.4,4.1,58.1,1101.6,26.3
7.4,4,53.1,1140.1,26.2
7.4,3.9,48.8,1166.2,26.2
7.4,3.8,43.5,1178.4,26.1
7.3,3.7,38.8,1189.3,26
7.3,3.6,35.6,1201.2,26
7.3,3.5,33.8,1213.2,25.9
7.4,3.4,33.4,1227.5,25.8
7.3,3.4,34.4,1244,25.8
7.3,3.3,36.9,1267.6,25.7
7.3,3.3,39.6,1303.6,25.6
7.3,3.3,42.8,1357.9,25.6
7.3,3.3,45.9,1432.6,25.6
7.3,3.4,50.8,1524.1,25.7
7.3,3.3,56.5,1634,25.8
7.3,3.2,60.2,1744,25.9
7.2,3.2,61.2,1860,26.1
7.3,3.2,61.6,1948.5,26.1
7.3,3.3,61.3,1997.3,26.2
7.3,3.3,58.7,2034,26.1
7.3,3.4,56.5,2005.9,25.9
7.3,3.3,56.4,2010.5,25.8
7.3,3.1,58,2093.4,25.7
7.3,2.8,57.9,2193.4,25.5
7.2,2.7,56.2,2283.9,25.4
7.2,2.7,55.3,2258.4,25.1
7.2,2.8,56,2153.4,24.9
7.2,2.9,58.6,1983.6,24.6
7.2,3.1,59.7,1836.3,24.4
7.2,3.3,58.8,1716.9,24.4
7.2,3.4,56.9,1648.5,24.3
7.2,3.4,55.6,1621.5,24.3
7.2,3.5,54.1,1624.2,24.3
7.2,3.5,52.5,1649.1,24.3
7.2,3.6,51.5,1692.7,24.3
7.2,3.7,52.1,1747.1,24.4
7.1,3.7,54.6,1802.9,24.5
7.1,3.8,56,1855,24.7
7.1,4,58.4,1890.2,24.8
7.1,4.2,62.3,1913.7,24.9
7.1,4.4,66.7,1933,25
7.1,4.5,72.4,1961.6,25.1
7.1,4.4,78.8,2008,25.1
7.1,4.4,81.2,2082.9,25.1
7.1,4.4,81.2,2173.5,25.1
7.1,4.3,79.7,2284.4,25
7.1,4.2,76,2395.3,25
7.1,4.1,71.5,2517.4,24.9
7.1,4.1,63.9,2573.2,24.8
7.1,4.3,57.1,2539.9,24.7
7.1,4.3,52.3,2452.6,24.6
7.1,4.4,50.4,2372,24.4
7.1,4.3,50.5,2325.2,24.3
7.1,4.3,49.6,2285.8,24.1
7.1,4.3,46.6,2253.4,24
7.1,4.3,43.8,2251.4,23.9
7.1,4.2,43.4,2276.8,23.9
7.1,4.1,44.8,2334,23.9
7.1,3.9,47.1,2423.5,24
7.1,3.8,49.5,2525.4,24.1
7.1,3.7,52.3,2598.3,24.3
7.1,3.6,55.2,2634.9,24.4
7.1,3.7,59.2,2638.4,24.4
7.1,3.8,62.5,2617.4,24.5
7.1,4.1,65,2579.9,24.5
7.1,4.4,67.6,2524.2,24.5
7.1,4.8,69.3,2463.3,24.5
7.1,5,70.6,2410,24.4
7.1,5.1,69.7,2375.3,24.4
7.1,4.8,69.9,2374.8,24.4
7.1,4.3,67.9,2396.1,24.3
7.1,3.9,62.1,2420.9,24.3
7.1,3.6,57.4,2434.5,24.3
7.1,3.5,53.4,2426,24.2
7.1,3.5,52.3,2403.5,24.2
7.1,3.4,55.1,2396,24.1
7.1,3.3,56.1,2401.4,24.1
7.1,3.3,54.8,2392.1,24.1
7.1,3.4,52.7,2344.2,24
7.1,3.5,51,2310.3,24
7.1,3.4,53.1,2321.7,23.9
7.1,3.2,54.5,2358.9,23.9
7.1,3.2,54.4,2394,23.9
7,3.4,54.1,2415.5,23.9
7,3.5,53.3,2433,23.8
7,3.8,53.5,2490.7,23.8
7,3.9,55.8,2615.7,23.8
7,3.9,58.2,2828.4,23.8
7,3.8,62,3156.2,23.8
7,3.5,64.4,3590.5,23.8
7,3.1,62.9,4047.2,23.8
7,2.9,61.1,3880,23.7
7,2.7,60.3,3402.3,23.6
7,2.6,60.3,2805.8,23.4
7,2.5,60.6,2156.4,23.3
7,2.5,58.8,1610.2,23.2
7.1,2.4,54.9,1238.3,23.1
7.1,2.4,49.9,1027.8,23.1
7.1,2.5,46,931.9,23.1
7,2.5,44.4,910.5,23.1
7,2.6,43.5,923.7,23.1
7,2.6,43.3,943.9,23
7,2.7,43.8,941.8,23
7.1,2.7,43.8,908.2,23
7,2.6,45.5,845.6,23
7,2.5,48.3,769.4,23
7,2.4,50.4,697.9,23
7,2.2,49.4,641.9,23.2
7,2,45.7,599.2,23.3
7,1.9,42.1,573.6,23.5
7,1.8,39.9,561,23.6
7,1.8,38.8,555.6,23.6
7,1.8,39.5,551.7,23.6
7,1.7,40.8,548.5,23.6
7,1.6,43.6,547.1,23.6
7,1.6,46.7,550.1,23.5
7,1.5,49.4,556.3,23.3
7,1.4,51.2,561.7,23.1
7,1.3,50.6,560.1,23
6.9,1.2,47.1,546.2,23
6.9,1.1,41.2,521.9,23
6.9,1.1,34.7,503.5,23
6.9,1,28.9,497.1,23
6.9,1,25.3,504,23
6.9,1.1,22.5,508.8,22.9
6.9,1.1,20.7,520.7,22.9
6.9,1.1,19.7,539,22.9
6.9,1.1,19.2,562.8,22.8
6.9,1.1,19,589.6,22.8
6.9,1.1,18.8,582.8,22.7
6.9,1.2,18.8,576.7,22.7
6.9,1.2,18.9,566.4,22.7
6.9,1.3,19.3,554.2,22.7
6.9,1.3,20,543.8,22.7
6.9,1.4,20.7,553.1,22.7
6.9,1.4,21.5,575.8,22.8
6.9,1.3,22.2,599.7,22.8
6.9,1.3,23.9,613.8,22.8
6.9,1.4,25.6,622,22.8
6.9,1.5,28.9,619.1,22.8
6.9,1.4,32.4,624.7,22.7
6.9,1.4,35.3,641.4,22.5
6.9,1.3,35.1,658.4,22.4
6.9,1.3,33.5,658.3,22.3
6.9,1.3,30.6,635.6,22.2
6.9,1.3,27.1,598.4,22.2
6.9,1.3,23.8,564.3,22.2
6.9,1.3,21.8,550.2,22.2
6.8,1.3,21.4,562.7,22.1
6.8,1.3,21.9,590.4,22.1
6.8,1.3,23.1,628.1,22
6.8,1.4,24.9,668,21.9
6.8,1.5,26.9,653.4,21.8
6.8,1.6,28.8,622.2,21.7
6.8,1.7,30.7,579.5,21.6
6.8,1.8,33,562.1,21.5
6.8,1.9,36,560.4,21.5
6.8,2.1,38.9,571.6,21.6
6.9,2.4,40.8,593.4,21.6
7,2.7,41.9,622.8,21.7
7.1,3.2,41.2,653.2,21.8
7.2,3.6,41.2,682,21.8
7.3,3.7,42.9,708.7,21.8
7.3,3.7,45.6,736.5,21.8
7.3,3.5,48.9,736.1,21.7
7.3,3.3,51,723,21.6
7.3,3,52.1,696.6,21.5
7.3,2.8,51.4,667.6,21.4
7.2,2.5,48.2,629.4,21.3
7.2,2.3,41.9,576,21.3
7.2,2.1,34,513.6,21.4
7.2,2,27.2,467,21.4
7.1,2,22.7,449,21.4
7.1,2,20.5,462.4,21.4
7.1,1.9,19.2,491.7,21.4
7.2,2,18.9,543.2,21.4
7.2,2,19.5,598.3,21.4
7.2,2,19.6,626.9,21.4
7.2,2.1,19.9,608.3,21.4
7.2,2.2,20.3,571.6,21.4
7.2,2.3,21.4,543.4,21.4
7.2,2.4,23.3,527.6,21.5
7.2,2.6,25.4,518.7,21.5
7.2,2.7,27.4,516.3,21.6
7.2,2.9,28.7,513.7,21.7
7.2,2.9,30.1,516.3,21.7
7.2,2.8,32.1,525.8,21.8
7.2,2.6,34.2,547.9,21.8
7.2,2.5,36.9,572.1,21.8
7.2,2.4,40.2,586.9,21.8
7.2,2.3,43.6,597.7,21.8
7.2,2.2,47.5,612.8,21.9
7.2,2.1,49.9,619.6,21.9
7.2,2,48.1,609.4,21.9
7.2,1.9,43.2,577.2,21.9
7.2,1.8,36.6,530.3,21.9
7.2,1.7,30.4,485.4,21.9
7.1,1.7,25.4,448.2,21.8
7.1,1.7,21.7,422.6,21.8
7.2,1.7,19.6,410.5,21.7
7.1,1.8,18.6,409.8,21.7
7.1,1.8,18.3,417.5,21.7
7.1,1.9,18.6,434.3,21.7
7.1,1.9,18.9,451.4,21.7
7.1,2,19.2,462.4,21.8
7.1,2.2,19.9,477,21.9
7.1,2.4,21.6,483.6,22.1
7.2,2.6,24.5,465.1,22.2
7.1,2.9,29.3,450.9,22.4
7.1,3,34.6,447.9,22.6
7.2,3.2,40.5,450.1,22.7
7.2,3.3,47.4,457.9,22.8
7.2,3.4,55.2,470.3,23
7.2,3.4,60.2,481.5,23.1
7.2,3.3,63.7,509.7,23.2
7.2,3,64.5,559.8,23.3
7.2,2.7,64.4,625.7,23.3
7.2,2.4,61.8,656.2,23.3
7.2,2.2,56.2,646.4,23.3
7.2,2,49.3,602.6,23.3
7.2,2,43.1,539.5,23.3
7.2,1.9,40,491,23.2
7.2,2,39.8,464.3,23.1
7.2,2.1,41.9,461.1,23
7.1,2.2,44.3,482.4,22.9
7.1,2.3,46.4,529.6,22.9
7.2,2.5,48.2,589.5,22.9
7.2,2.6,49.3,650.1,23
7.2,2.7,50.5,695.9,23.2
7.2,2.9,50.1,731.6,23.4
7.2,3.1,48.7,756.8,23.6
7.2,3.4,47.8,759.3,23.9
7.2,3.7,48.2,755.2,24.1
7.2,4,49.1,750.8,24.3
7.2,4.2,50.4,748.7,24.5
7.2,4.4,51.7,753.5,24.5
7.2,4.5,52.6,758.6,24.5
7.2,4.5,55.4,758.7,24.5
7.2,4.5,56.4,748.4,24.4
7.2,4.4,54.4,718,24.3
7.2,4.3,50,682.5,24.2
7.1,4.3,46,659.1,24
7.1,4.1,44,645.8,23.9
7.1,4,43.1,638.5,23.8
7.1,3.9,42.7,631.3,23.8
7.1,3.7,41.3,622.8,23.7
7.1,3.7,39.1,611.5,23.6
7.1,3.6,36.7,598.4,23.6
7.1,3.6,35.3,588.4,23.5
7,3.6,35.3,580.8,23.5
7,3.6,35.9,571.7,23.6
7,3.7,37.6,565,23.7
7,3.7,39.7,566.6,23.8
7,3.7,40.8,574.1,23.9
7,3.8,41.4,586.5,24.1
7,4.1,41.3,605.4,24.3
7.1,4.6,41.2,639.2,24.6
7.1,4.9,41.8,703.9,24.9
7.3,5.2,42.8,811.5,25.1
7.4,5.4,43.6,956.2,25.2
7.4,5.5,43.5,1104.6,25.2
7.5,5.6,43.5,1202.4,25.2
7.5,5.8,42.9,1244,25.2
7.6,6,42.3,1236.1,25.2
7.6,6.1,41.6,1213.7,25.2
7.6,6.1,40.4,1189.7,25.1
7.6,6.1,39.5,1172.1,25
7.6,5.9,38.2,1168.1,25
7.6,5.8,35.7,1158.9,24.9
7.5,5.8,31.5,1117.7,24.8
7.6,5.8,26.9,1069.3,24.8
7.6,5.8,23.2,1018.6,24.7
7.6,5.8,21.5,982,24.7
7.6,5.8,22.3,961.6,24.7
7.6,5.8,25.3,956.7,24.8
7.6,5.8,30.1,963.7,24.9
7.6,5.8,36,974.4,25
7.6,5.8,40.2,987,25.1
7.6,5.9,42.1,1002.6,25.3
7.6,6.1,42.6,1021.3,25.5
7.7,6.4,42.5,1049.5,25.7
7.7,6.6,42.3,1091.4,25.8
7.7,6.7,41.8,1149.8,25.8
7.7,6.8,40.3,1208,25.9
7.8,7,38.2,1252.6,25.9
7.8,7.1,37,1291.8,25.9
7.8,7.2,35.4,1306.9,25.9
7.9,7.3,33.9,1332.7,25.8
7.9,7.3,30.8,1331,25.8
7.9,7.3,28.6,1304.5,25.8
7.9,7.3,26.6,1260,25.7
7.9,7.3,24.7,1206.5,25.6
7.8,7.2,23.4,1151.7,25.6
7.8,7.2,21.9,1088,25.5
7.8,7.1,20.9,1040.5,25.5
7.8,7,20.7,1009.4,25.4
7.8,7.1,21.1,989.6,25.5
7.8,7.2,22.3,977.4,25.6
7.9,7.5,24.1,971.7,25.8
8,7.9,26.7,970.5,26.1
8.1,8.3,29.3,969,26.5
8.2,8.8,32.2,966.6,27.1
8.3,9.1,34.4,961.6,27.7
8.4,9.6,36.8,963.3,28.4
8.5,9.7,39.2,978.4,28.9
8.6,9.7,41.2,1021.5,29.2
8.5,9.5,41.9,1096.5,29.3
8.5,9.3,41.6,1186.6,29.3
8.5,9.1,39.2,1280.1,29.1
8.5,8.9,36.2,1362.5,28.8
8.5,8.5,33,1443.6,28.5
8.4,8,29.8,1541.8,28.2
8.2,7.4,26.8,1628.2,27.9
8.1,6.8,23.7,1690.6,27.6
8,6.3,21,1723,27.4
7.9,5.9,18.6,1726.3,27.2
7.8,5.6,16.6,1712,27.1
7.8,5.3,15.2,1686,27.1
7.7,5.1,15,1652.6,27
7.7,4.9,15.5,1619,27.1
7.7,4.8,16.6,1587.9,27.2
7.7,4.9,18.3,1562.9,27.4
7.8,5.2,20.6,1544.3,27.6
7.9,5.9,22.9,1531.1,28
8.1,6.8,23.8,1526,28.5
8.2,7.3,25.6,1526,29
8.2,7.5,27.9,1541.1,29.3
8.2,7.1,29.9,1569.5,29.5
8.2,6.3,30.6,1616.2,29.4
8,5.4,30.7,1690.5,29.2
7.9,4.4,31.2,1790.8,28.8
7.7,3.6,30.4,1913.3,28.5
7.6,3,28,2027.5,28.1
7.5,2.6,25.2,2111.8,27.9
7.5,2.4,21,2129.5,27.8
7.4,2.4,17.9,2122.7,27.7
7.4,2.3,15.2,2099.7,27.7
7.4,2.2,13.1,2062.1,27.7
7.4,2.1,11.9,2017.1,27.7
7.4,2.1,11.4,1968.3,27.7
7.4,2.1,10.8,1917.3,27.7
7.4,2.2,10.7,1867,27.8
7.3,2.2,11.2,1817.5,27.8
7.3,2.3,12.1,1777.1,27.9
7.3,2.3,12.7,1733.4,28
7.3,2.4,13.3,1685.6,28.2
7.3,2.7,13.9,1644.7,28.4
7.3,3.1,14.6,1601.7,28.8
7.3,3.6,15.9,1565.3,29.3
7.3,4.2,18.8,1537.5,29.9
7.4,4.9,23.6,1508.6,30.5
7.4,5.6,30.3,1483.4,31.1
7.4,5.8,37.9,1470.2,31.6
7.4,5.6,46.7,1475.3,31.9
7.3,5.2,54.1,1506.1,31.9
7.3,4.6,57.5,1562.7,31.7
7.3,4,51.3,1651.1,31.3
7.3,3.5,44,1739.3,30.9
7.2,3,38.6,1805.6,30.5
7.2,2.5,35.1,1842.3,30.2
7.2,2,32.7,1853.4,29.9
7.2,1.5,32,1846.2,29.8
7.2,1.3,32.4,1828,29.6
7.2,1.1,34.1,1805.8,29.5
7.2,1,33.8,1791.2,29.4
7.2,0.9,33.1,1785.6,29.3
7.2,0.8,32.5,1783.8,29.2
7.2,0.7,33.6,1776.6,29.1
7.2,0.6,34.9,1770.3,29.1
7.2,0.5,36.1,1765.5,29.1
7.2,0.5,38.9,1757,29.2
7.2,0.7,42.7,1746.3,29.5
7.2,1,45.2,1752,29.8
7.2,1.5,45.9,1778,30.2
7.2,2.1,46.8,1814.4,30.6
7.2,2.7,49.1,1853.4,30.9
7.2,3.1,52.5,1881.2,31.2
7.2,3.3,57.8,1911.1,31.4
7.2,3.2,62.7,1931,31.4
7.2,2.9,68.1,1935.2,31.5
7.2,2.3,70,1935.4,31.4
7.2,1.8,69.6,1931.8,31.3
7.2,1.4,65.5,1929.6,31.2
7.2,1.2,58.1,1927.9,31
7.2,0.9,49.2,1927.3,30.8
7.2,0.7,41.9,1928,30.6
7.2,0.6,36.3,1927.4,30.4
7.2,0.6,32.9,1926.2,30.3
7.2,0.5,30.2,1923.6,30.2
7.2,0.4,28.3,1920.6,30.1
7.2,0.3,27.5,1918.8,30
7.2,0.3,27.7,1915,29.9
7.2,0.3,27.7,1908.6,29.9
7.2,0.3,28.2,1902.4,29.9
7.1,0.5,28.6,1891.4,30
7.2,1,30.4,1880.2,30.1
7.2,1.5,32.2,1878.5,30.3
7.2,2.4,34.8,1883.6,30.6
7.3,3.5,38.8,1895.4,30.9
7.5,4.8,44.9,1911.5,31.1
7.8,6.2,53.3,1931.4,31.3
8.1,7.7,66.3,1947.6,31.4
8.3,8.5,83.4,1957.6,31.5
8.3,8.5,104.2,1960.3,31.5
8.2,8,122,1955.2,31.4
8.1,7.2,129.6,1925.4,31.2
8,6.4,122,1869.1,30.8
7.9,5.8,102.5,1785.8,30.5
7.8,5.6,80.5,1685.8,30.2
7.7,5.4,63.2,1573.2,30
7.7,5.3,52.4,1478.3,29.9
7.7,5.1,46.8,1412.9,29.8
7.6,4.9,44.1,1372.8,29.7
7.6,4.8,43.3,1353.5,29.7
7.6,4.6,43.3,1346.1,29.6
7.6,4.6,43.5,1344.1,29.6
7.6,4.6,44.3,1346.8,29.6
7.6,4.9,46.4,1352.6,29.7
7.7,5.4,49.2,1362.2,29.8
7.8,6.2,53.2,1375.5,30.1
7.9,7,58.8,1390.7,30.4
8,7.9,62.5,1411.4,30.7
8.1,8.7,64.7,1435,31.1
8.2,9.5,65.7,1464.4,31.3
8.3,9.9,65.6,1509.9,31.5
8.3,10,64.6,1566.5,31.6
8.2,9.8,63.4,1629,31.6
8.1,9.4,61,1692.6,31.4
7.9,8.8,56.8,1748.8,31.1
7.8,8.3,51.1,1786.9,30.9
7.7,7.9,45.8,1807.6,30.7
7.7,7.6,41.7,1818.1,30.6
7.6,7.3,38.7,1823.4,30.4
7.5,6.9,37,1825.5,30.3
7.5,6.7,36.1,1825.6,30.2
7.5,6.4,35.3,1821.6,30.2
7.4,6.2,34.4,1806.7,30.1
7.4,5.9,34,1783.7,30.1
7.4,5.7,34,1750.5,30.1
7.4,5.5,34.6,1705.7,30
7.3,5.3,35.4,1654.5,30
7.3,5.4,37.5,1603,30.1
7.3,5.7,40.6,1567.3,30.2
7.3,6.4,44.9,1549.1,30.4
7.3,7.2,51.1,1547.1,30.7
7.3,7.8,60.2,1557.3,30.9
7.3,8.3,70.9,1574.5,31
7.4,8.3,83.2,1594.4,31
7.4,8.2,86.5,1625.9,30.8
7.5,7.9,88.5,1651.3,30.7
7.6,7.8,86.2,1690.8,30.5
7.8,7.8,83.4,1743.9,30.3
7.9,7.5,80.3,1808,30.2
8,7.2,76.1,1888,30
8,6.6,71.6,1979,29.7
7.9,6,67,2056.8,29.5
7.8,5.5,62.1,2091.9,29.4
7.7,5.2,56.7,2068.8,29.3
7.7,4.9,52.7,2052.8,29.2
7.7,4.6,50.2,2067.7,29.1
7.6,4.4,48.4,2115,29
7.6,4.2,46.1,2192.9,28.9
7.6,4,43.8,2279.5,28.8
7.6,3.9,41.5,2328.5,28.7
7.5,3.9,39.2,2343.9,28.7
7.5,4,38.3,2339.2,28.6
7.5,4.2,38.6,2321.3,28.6
7.6,4.5,40.7,2294,28.6
7.6,4.7,44.9,2272.6,28.6
7.6,4.9,51.5,2260.1,28.6
7.6,5.1,57.5,2256.1,28.7
7.6,5.7,60.6,2255,28.8
7.7,6.1,62,2257,28.8
7.7,6.4,63,2259.9,28.8
7.7,6.3,61.8,2260.3,28.8
7.6,6,60.5,2264.7,28.7
7.6,5.6,59.8,2275.5,28.5
7.5,5.3,60.1,2295.7,28.4
7.4,4.9,60.3,2326.5,28.3
7.4,4.6,59.8,2368.5,28.2
7.4,4.3,57.4,2411.8,28.1
7.3,4.1,54.6,2433.4,27.9
7.3,3.9,51.4,2420.7,27.8
7.3,3.8,49.5,2394.8,27.7
7.2,3.7,48.5,2361.5,27.6
7.2,3.6,48.1,2338.8,27.5
7.2,3.5,48.4,2329.9,27.4
7.2,3.5,47.9,2335.6,27.3
7.2,3.5,46.8,2355.6,27.3
7.2,3.6,44.6,2381.4,27.3
7.2,3.9,42.3,2405.8,27.4
7.2,4.3,40.9,2413.8,27.5
7.2,4.7,40.8,2402.9,27.6
7.2,5.2,42.8,2369.5,27.8
7.2,5.7,45,2307.5,27.9
7.2,6.6,44.7,2214.9,28
7.2,7.7,42.6,2093,28.1
7.3,8.8,40.9,2001,28.2
7.3,9.5,40.3,1966.4,28.2
7.3,9.7,40.9,1986.2,28.2
7.3,9.3,41.7,2039.4,28.1
7.3,9.5,42.5,2035.3,28.1
7.3,9.3,44,2033.8,28
7.2,8.7,45.4,2031.7,27.9
7.2,7.9,46,2028.9,27.8
7.1,6.9,44.9,2032.3,27.6
7.1,6.3,43.2,2006.3,27.5
7.1,5.8,42.6,1973,27.4
7.1,5.2,41.5,1954.4,27.3
7.1,4.6,40.8,1952.7,27.2
7,4.2,41.6,1970.2,27.2
7,3.8,44.1,2014,27.2
7,3.3,47.2,2090.7,27.2
7,2.9,50.2,2140.3,27.3
7,2.6,52.1,2160.3,27.4
7,2.5,52.8,2166,27.4
7,2.5,53.5,2152.7,27.5
7,2.5,53.3,2151.9,27.5
7,2.4,52.9,2181.2,27.6
7,2.4,54.1,2208.5,27.6
7,2.6,56.9,2228.1,27.7
7.1,2.9,61.2,2233.6,27.7
7.2,3.5,64.8,2216.9,27.6
7.4,4.1,67.5,2183.3,27.5
7.5,4.3,73,2128.5,27.4
7.5,4,78.1,2045.1,27.3
7.4,3.4,80.5,1933.5,27.1
7.4,2.7,80.8,1793.4,26.9
7.3,2.2,75.9,1596.8,26.7
7.3,2.1,70.2,1319.5,26.6
7.2,2.2,62.7,1041,26.5
7.2,2.3,55.3,833.8,26.5
7.2,2.4,48.8,703.1,26.5
7.2,2.5,44.5,637.6,26.4
7.2,2.4,42.1,616.6,26.4
7.2,2.4,40.8,618.4,26.3
7.2,2.3,40.5,630,26.3
7.2,2.3,40.7,644.4,26.3
7.2,2.3,41.7,657.8,26.3
7.2,2.4,44.4,669.4,26.4
7.2,2.4,48.7,680.2,26.6
7.2,2.5,52.8,692,26.7
7.2,2.6,56.6,703.4,26.9
7.2,2.9,60,711.6,27.1
7.2,3.2,63.3,712.5,27.2
7.2,3.5,66.4,709.4,27.3
7.2,3.7,67.4,701.3,27.3
7.2,3.8,67.4,690.5,27.2
7.2,3.7,66.6,680.8,27
7.2,3.6,64.4,678.2,26.9
7.2,3.4,61.4,684.5,26.7
7.2,3.2,58.4,703.8,26.6
7.1,3,57,736.3,26.5
7.1,2.8,55.2,783.5,26.5
7.1,2.7,51.6,836.2,26.4
7.1,2.7,48.2,873.5,26.4
7.1,2.6,45.4,895.6,26.4
7.1,2.7,41.7,902.8,26.4
7.1,2.6,39.4,907.8,26.4
7.1,2.6,39,914.9,26.3
7.1,2.5,40.5,929,26.3
7,2.3,44,954.4,26.4
7,2.2,48.3,997.6,26.4
7,2.1,53.6,1058.1,26.5
7,2.1,57.6,1128.9,26.7
7,2.2,59.1,1174.2,26.8
7,2.5,58.5,1179.3,26.9
7,2.8,58.4,1168.7,27
7.1,2.9,59.2,1150.1,27.1
7.2,3.1,59.6,1123,27.2
7.2,3.3,59.9,1095.4,27.2
7.3,3.7,61,1064.9,27.3
7.3,4,62.1,1039.5,27.3
7.3,4.1,63.4,1023.7,27.3
7.3,4.2,63.9,1025.4,27.2
7.3,4.2,62.3,1044.2,27.2
7.3,4.2,58.7,1062.8,27.1
7.3,4.2,55.2,1088.8,27
7.3,4.2,51.8,1116.5,26.9
7.3,4.2,48,1148.5,26.9
7.2,4.1,45,1180.2,26.9
7.2,4.1,43.7,1211.8,26.9
7.2,4,45.3,1252.4,26.9
7.2,3.8,49,1310.2,26.9
7.2,3.7,48.6,1370.9,26.9
7.2,3.7,47.3,1402.9,26.8
7.2,3.9,46.2,1406.2,26.8
7.2,4,46.6,1401.3,26.8
7.2,4.2,47.4,1389.9,26.8
7.2,4.4,47.4,1364.5,26.8
7.2,4.6,46.4,1323.3,26.8
7.2,4.7,45.5,1254.2,26.8
7.2,4.7,44.8,1166.3,26.7
7.1,4.6,44.4,1052.2,26.7
7.1,4.4,45.2,930.6,26.7
7.1,4.2,49.1,811.5,26.7
7.1,3.8,55.1,706.8,26.7
7,3.5,63,631.8,26.7
7,3,70.6,586.7,26.8
7,2.6,74.5,575.8,26.8
7,2.2,74.9,588,26.8
7,1.8,73.7,607.9,26.8
6.9,1.6,72.2,625.3,26.8
7,1.4,72.2,613.3,26.7
6.9,1.2,72.2,572.3,26.7
6.9,1.1,72.3,515.4,26.7
6.9,1,68.9,462.4,26.7
6.9,0.9,63.5,418.8,26.7
6.8,0.8,57.4,391.8,26.7
6.8,0.7,51.4,379.8,26.7
6.8,0.8,47.1,379.5,26.8
6.8,1,45.5,387.2,26.9
6.8,1.3,46.5,399,26.9
6.8,1.7,53,392,26.9
6.8,2,64.7,378.2,26.9
6.8,2.1,79.2,368.4,26.9
6.8,2.1,92.7,362.3,26.9
6.8,2.1,102.7,357.5,26.9
6.8,2,105.7,358.9,26.9
6.8,1.9,103.3,365.7,26.9
6.8,1.8,96.4,379.2,26.9
6.8,1.6,88.4,400.2,26.8
6.8,1.4,81.4,427.6,26.8
6.8,1.2,74.7,459.9,26.7
6.8,1,68,496,26.7
6.8,0.8,61,533,26.6
6.8,0.7,53.9,570.3,26.6
6.8,0.6,47.8,592.4,26.5
6.8,0.5,43,578.4,26.5
6.8,0.4,39.2,539.3,26.4
6.7,0.4,35.9,482.2,26.3
6.7,0.3,32.5,420.4,26.3
6.7,0.3,29.6,373,26.3
6.6,0.4,27,339.8,26.3
6.6,0.4,25,317.3,26.4
6.6,0.6,24,303.5,26.5
6.6,0.8,24.3,297,26.7
